RequestID,Pickup_Latitude,Pickup_Longitude,Drop_Latitude,Drop_Longitude,Request_Time,Traffic_Level,ingestion_date,source_system,ingestion_id,ride_distance_km,ride_duration_min,fare_amount,payment_method,driver_rating,cancellation_flag
103,12.962871196215266,77.60812702432202,12.961905523257265,77.56732085563878,2025-09-19 16:30:00,Medium,2025-09-20 22:45:39,ride_hailing_app,1,9.99,40.1,119.42,Wallet,5.0,1
180,12.927504188829198,77.55637095495469,12.951648877659792,77.62822952657706,2025-09-19 22:55:00,Medium,2025-09-20 22:45:39,ride_hailing_app,2,23.82,74.0,214.69,Cash,4.1,0
93,13.05215700972338,77.66452011213194,12.955476236596226,77.6015220757369,2025-09-19 15:40:00,Low,2025-09-20 22:45:39,ride_hailing_app,3,18.57,64.2,170.42,Card,3.6,0
15,12.93636499344142,77.64243584426951,13.02636744243396,77.67471572482135,2025-09-19 09:10:00,Low,2025-09-20 22:45:39,ride_hailing_app,4,15.37,52.2,146.95,Cash,3.4,0
107,12.982076584607126,77.60326006966024,13.082185436898769,77.56447076899495,2025-09-19 16:50:00,Medium,2025-09-20 22:45:39,ride_hailing_app,5,4.74,18.3,78.91,Wallet,3.7,0
72,12.939743136306834,77.66202267893584,13.093975765341527,77.67935308492528,2025-09-19 13:55:00,High,2025-09-20 22:45:39,ride_hailing_app,6,4.74,24.3,74.37,Wallet,3.7,0
189,13.005930115671202,77.65012295032817,12.925609167791556,77.59240116072883,2025-09-19 23:40:00,Medium,2025-09-20 22:45:39,ride_hailing_app,7,2.39,15.7,36.53,Cash,3.1,0
21,13.022370578944477,77.63152257846006,13.058315808745167,77.53690420387127,2025-09-19 09:40:00,Medium,2025-09-20 22:45:39,ride_hailing_app,8,21.79,71.3,191.28,UPI,3.7,0
103,12.962871196215266,77.60812702432202,12.961905523257265,77.56732085563878,2025-09-19 16:30:00,Medium,2025-09-20 22:45:39,ride_hailing_app,9,15.43,53.4,137.38,Card,3.9,0
122,13.079218259984698,77.64291918454002,12.976178171326204,77.53624661323313,2025-09-19 18:05:00,High,2025-09-20 22:45:39,ride_hailing_app,10,17.99,62.6,180.33,Card,4.4,0
75,13.041371468769524,77.60226847977219,13.00554022181726,77.58207936539793,2025-09-19 14:10:00,Low,2025-09-20 22:45:39,ride_hailing_app,11,1.49,17.2,52.49,Wallet,4.3,1
88,13.027511494271042,77.60852892694152,12.956192637918448,77.55599581873206,2025-09-19 15:15:00,High,2025-09-20 22:45:39,ride_hailing_app,12,24.28,74.3,214.84,UPI,4.4,0
117,13.060734415379825,77.58179058888285,12.97529267337561,77.66612388155755,2025-09-19 17:40:00,Medium,2025-09-20 22:45:39,ride_hailing_app,13,20.98,72.0,178.68,Cash,3.0,0
100,12.92157828539866,77.51706949299876,13.09724214889592,77.59622802037096,2025-09-19 16:15:00,High,2025-09-20 22:45:39,ride_hailing_app,14,6.1,31.2,62.09,Card,3.4,1
104,13.00171413823294,77.62748598029964,13.06275900394139,77.52688293538779,2025-09-19 16:35:00,Medium,2025-09-20 22:45:39,ride_hailing_app,15,5.36,28.1,91.59,UPI,4.3,0
152,12.947912378133395,77.67129796823767,13.070436300063708,77.6879664247227,2025-09-19 20:35:00,High,2025-09-20 22:45:39,ride_hailing_app,16,5.4,29.2,65.02,Card,4.0,0
131,12.983482200629757,77.57119453573026,13.062580201826016,77.5328531595862,2025-09-19 18:50:00,High,2025-09-20 22:45:39,ride_hailing_app,17,8.3,37.3,107.17,UPI,3.0,0
150,12.955729292847325,77.62517198314285,13.054463678347128,77.6248475991828,2025-09-19 20:25:00,Low,2025-09-20 22:45:39,ride_hailing_app,18,13.59,49.2,143.71,UPI,4.6,0
53,13.087899788312836,77.67022733430338,12.984844401849395,77.61736822360417,2025-09-19 12:20:00,High,2025-09-20 22:45:39,ride_hailing_app,19,11.37,37.0,116.24,Wallet,4.5,0
2,13.090142861281985,77.51682799299901,13.080510581335911,77.5557180678064,2025-09-19 08:05:00,Medium,2025-09-20 22:45:39,ride_hailing_app,20,7.99,33.5,82.15,Card,4.1,0
88,13.027511494271042,77.60852892694152,12.956192637918448,77.55599581873206,2025-09-19 15:15:00,High,2025-09-20 22:45:39,ride_hailing_app,21,15.68,58.1,140.3,Cash,3.1,1
158,13.052323923065744,77.6171551162547,12.905756535262668,77.60669221839527,2025-09-19 21:05:00,Low,2025-09-20 22:45:39,ride_hailing_app,22,4.35,21.2,69.4,Wallet,4.5,0
38,12.919534422801275,77.5048631932863,13.06437201185807,77.54849410072694,2025-09-19 11:05:00,Medium,2025-09-20 22:45:39,ride_hailing_app,23,8.01,32.5,105.07,Wallet,4.2,0
130,13.002149460515511,77.54954619790023,13.07294447525101,77.53273118857314,2025-09-19 18:45:00,High,2025-09-20 22:45:39,ride_hailing_app,24,9.79,41.5,114.08,Cash,4.6,0
192,13.079443151590665,77.5825235353823,13.028174948960643,77.61724596640336,2025-09-19 23:55:00,High,2025-09-20 22:45:39,ride_hailing_app,25,11.95,44.6,126.81,Wallet,4.5,1
188,13.011040162319892,77.53548790875594,12.92577594438213,77.58017028335273,2025-09-19 23:35:00,Medium,2025-09-20 22:45:39,ride_hailing_app,26,19.84,64.8,170.4,UPI,4.6,0
21,13.022370578944477,77.63152257846006,13.058315808745167,77.53690420387127,2025-09-19 09:40:00,Medium,2025-09-20 22:45:39,ride_hailing_app,27,5.79,27.3,95.06,UPI,4.0,1
161,12.97355662654385,77.5776339852413,13.040815953619845,77.53033497594654,2025-09-19 21:20:00,High,2025-09-20 22:45:39,ride_hailing_app,28,13.34,50.5,148.67,Card,3.3,0
58,12.93919657248383,77.639205959335,12.993732128398824,77.57261645927973,2025-09-19 12:45:00,Low,2025-09-20 22:45:39,ride_hailing_app,29,15.22,49.8,143.47,Card,4.3,0
22,12.927898772130408,77.6136617206671,13.05792362855891,77.54186986466735,2025-09-19 09:45:00,High,2025-09-20 22:45:39,ride_hailing_app,30,2.11,17.9,66.08,Cash,4.2,0
89,13.077442548515265,77.55730825042566,13.09008229681531,77.65389858663839,2025-09-19 15:20:00,Medium,2025-09-20 22:45:39,ride_hailing_app,31,15.58,49.8,158.72,Card,4.5,0
49,13.009342055868656,77.69272399541785,12.975251917106185,77.65783424772147,2025-09-19 12:00:00,High,2025-09-20 22:45:39,ride_hailing_app,32,5.09,25.3,74.02,UPI,3.3,0
59,12.909045457782108,77.61401223401788,12.911260655136369,77.62918344826632,2025-09-19 12:50:00,High,2025-09-20 22:45:39,ride_hailing_app,33,2.56,13.2,60.4,Cash,3.4,0
170,13.018178588637648,77.51387226017503,12.96965109340466,77.66425146093441,2025-09-19 22:05:00,High,2025-09-20 22:45:39,ride_hailing_app,34,23.77,74.9,232.63,Cash,4.8,0
188,13.011040162319892,77.53548790875594,12.92577594438213,77.58017028335273,2025-09-19 23:35:00,Medium,2025-09-20 22:45:39,ride_hailing_app,35,24.18,79.0,229.7,Card,4.5,0
15,12.93636499344142,77.64243584426951,13.02636744243396,77.67471572482135,2025-09-19 09:10:00,Low,2025-09-20 22:45:39,ride_hailing_app,36,20.4,64.4,178.32,UPI,4.8,0
190,12.94837045818009,77.66136694785345,12.93038053870246,77.68945666792237,2025-09-19 23:45:00,High,2025-09-20 22:45:39,ride_hailing_app,37,8.31,29.4,90.01,Cash,4.5,1
190,12.94837045818009,77.66136694785345,12.93038053870246,77.68945666792237,2025-09-19 23:45:00,High,2025-09-20 22:45:39,ride_hailing_app,38,3.34,23.4,73.84,UPI,4.2,0
175,13.02903455808189,77.51423772969204,13.07247274174935,77.65945907315592,2025-09-19 22:30:00,High,2025-09-20 22:45:39,ride_hailing_app,39,17.42,60.0,158.34,UPI,4.3,0
190,12.94837045818009,77.66136694785345,12.93038053870246,77.68945666792237,2025-09-19 23:45:00,High,2025-09-20 22:45:39,ride_hailing_app,40,11.56,37.5,117.37,UPI,4.8,0
51,13.09391692555291,77.55888977841391,13.055429383185489,77.51738405761749,2025-09-19 12:10:00,High,2025-09-20 22:45:39,ride_hailing_app,41,3.93,23.1,58.72,Card,4.2,0
108,13.051110227708609,77.56459129458825,13.064507448584632,77.66197488917093,2025-09-19 16:55:00,Medium,2025-09-20 22:45:39,ride_hailing_app,42,12.88,43.2,130.62,Wallet,4.3,0
55,13.019579995762218,77.53389854933722,12.92223949646123,77.58633190924594,2025-09-19 12:30:00,High,2025-09-20 22:45:39,ride_hailing_app,43,1.83,11.1,49.16,Wallet,3.3,0
64,12.971350665338718,77.60366593047274,13.016673753019433,77.5474453583472,2025-09-19 13:15:00,Low,2025-09-20 22:45:39,ride_hailing_app,44,22.82,71.2,230.28,Cash,3.9,0
131,12.983482200629757,77.57119453573026,13.062580201826016,77.5328531595862,2025-09-19 18:50:00,High,2025-09-20 22:45:39,ride_hailing_app,45,7.21,29.3,77.31,UPI,4.4,0
51,13.09391692555291,77.55888977841391,13.055429383185489,77.51738405761749,2025-09-19 12:10:00,High,2025-09-20 22:45:39,ride_hailing_app,46,16.9,59.5,150.06,Card,3.5,0
135,13.088581940782504,77.50920052840435,13.0537974830361,77.5717660968247,2025-09-19 19:10:00,Medium,2025-09-20 22:45:39,ride_hailing_app,47,8.48,37.9,85.74,UPI,3.4,0
21,13.022370578944477,77.63152257846006,13.058315808745167,77.53690420387127,2025-09-19 09:40:00,Medium,2025-09-20 22:45:39,ride_hailing_app,48,13.48,48.9,153.32,UPI,3.6,0
73,12.90110442342472,77.67341446371603,12.908631982390116,77.51604674913233,2025-09-19 14:00:00,Low,2025-09-20 22:45:39,ride_hailing_app,49,14.12,50.7,148.79,Card,3.5,0
167,12.964156012994348,77.69223811276478,12.978448809019946,77.65249173714814,2025-09-19 21:50:00,Low,2025-09-20 22:45:39,ride_hailing_app,50,5.44,26.3,64.96,Wallet,3.4,0
18,13.004951286326447,77.6492982810236,12.965732909073983,77.55537552962944,2025-09-19 09:25:00,Low,2025-09-20 22:45:39,ride_hailing_app,51,24.27,80.3,236.8,UPI,3.8,0
132,12.944421562094146,77.65156922209287,13.099943534657228,77.66291494404628,2025-09-19 18:55:00,High,2025-09-20 22:45:39,ride_hailing_app,52,19.6,60.1,201.25,UPI,4.8,0
89,13.077442548515265,77.55730825042566,13.09008229681531,77.65389858663839,2025-09-19 15:20:00,Medium,2025-09-20 22:45:39,ride_hailing_app,53,23.55,74.2,232.26,Wallet,4.0,1
60,12.965066066152652,77.51943529875416,12.923763583253615,77.61415566093379,2025-09-19 12:55:00,Medium,2025-09-20 22:45:39,ride_hailing_app,54,22.48,73.2,226.6,Card,3.4,0
14,12.942467822135656,77.54485386189211,13.014687577624658,77.51635180638978,2025-09-19 09:05:00,High,2025-09-20 22:45:39,ride_hailing_app,55,15.35,56.2,142.89,Cash,3.2,0
9,13.020223002348642,77.50101231676925,13.081076395283851,77.60068345417098,2025-09-19 08:40:00,Low,2025-09-20 22:45:39,ride_hailing_app,56,23.12,71.0,225.16,Wallet,4.4,0
90,12.99444298503239,77.6181666521138,13.078052756778185,77.5374087497115,2025-09-19 15:25:00,Medium,2025-09-20 22:45:39,ride_hailing_app,57,3.12,13.8,53.38,Cash,3.8,0
53,13.087899788312836,77.67022733430338,12.984844401849395,77.61736822360417,2025-09-19 12:20:00,High,2025-09-20 22:45:39,ride_hailing_app,58,5.7,30.0,89.28,Cash,4.6,0
130,13.002149460515511,77.54954619790023,13.07294447525101,77.53273118857314,2025-09-19 18:45:00,High,2025-09-20 22:45:39,ride_hailing_app,59,2.09,11.9,55.86,Wallet,4.3,0
84,12.912711670057204,77.51879638796818,13.025511616016813,77.63372864398488,2025-09-19 14:55:00,Medium,2025-09-20 22:45:39,ride_hailing_app,60,8.81,35.8,111.54,UPI,4.6,0
92,13.042648957444598,77.50746963774985,13.024026519560309,77.58508728772328,2025-09-19 15:35:00,Low,2025-09-20 22:45:39,ride_hailing_app,61,10.33,36.1,118.89,Cash,3.5,0
111,12.957950290582756,77.58779428414113,13.022683039187156,77.65204557197794,2025-09-19 17:10:00,Low,2025-09-20 22:45:39,ride_hailing_app,62,7.51,35.1,77.18,Cash,4.4,0
188,13.011040162319892,77.53548790875594,12.92577594438213,77.58017028335273,2025-09-19 23:35:00,Medium,2025-09-20 22:45:39,ride_hailing_app,63,20.89,64.8,198.92,Card,3.5,0
199,13.077417284853023,77.6501742135583,12.938457803761734,77.63933016477539,2025-09-20 00:30:00,Medium,2025-09-20 22:45:39,ride_hailing_app,64,9.56,37.9,125.87,UPI,4.9,0
172,12.90331756578557,77.50364436513031,13.056730602548228,77.66929045834691,2025-09-19 22:15:00,High,2025-09-20 22:45:39,ride_hailing_app,65,7.74,27.8,109.42,Cash,4.3,0
8,13.073235229154989,77.63270035382162,12.90216753029606,77.57285397220961,2025-09-19 08:35:00,High,2025-09-20 22:45:39,ride_hailing_app,66,14.02,46.4,123.89,Card,3.6,0
175,13.02903455808189,77.51423772969204,13.07247274174935,77.65945907315592,2025-09-19 22:30:00,High,2025-09-20 22:45:39,ride_hailing_app,67,4.38,23.3,51.63,UPI,3.5,0
35,13.093126406614912,77.53904859755961,12.916821361223,77.52143440226796,2025-09-19 10:50:00,Medium,2025-09-20 22:45:39,ride_hailing_app,68,20.25,65.0,177.27,Wallet,3.4,0
81,13.07262068517512,77.67800106836351,13.025879727627052,77.66341441418986,2025-09-19 14:40:00,High,2025-09-20 22:45:39,ride_hailing_app,69,2.79,12.8,61.36,Wallet,4.4,0
164,13.00715493681495,77.60912335786318,12.902908933133578,77.64878925851454,2025-09-19 21:35:00,Low,2025-09-20 22:45:39,ride_hailing_app,70,24.69,78.4,240.23,Card,3.4,0
50,12.936970891105103,77.67060189109347,12.916700143339732,77.59968843978581,2025-09-19 12:05:00,Medium,2025-09-20 22:45:39,ride_hailing_app,71,19.53,67.9,174.78,Wallet,4.2,0
104,13.00171413823294,77.62748598029964,13.06275900394139,77.52688293538779,2025-09-19 16:35:00,Medium,2025-09-20 22:45:39,ride_hailing_app,72,5.77,28.2,76.39,Cash,3.5,0
132,12.944421562094146,77.65156922209287,13.099943534657228,77.66291494404628,2025-09-19 18:55:00,High,2025-09-20 22:45:39,ride_hailing_app,73,1.13,16.2,52.67,UPI,4.3,0
2,13.090142861281985,77.51682799299901,13.080510581335911,77.5557180678064,2025-09-19 08:05:00,Medium,2025-09-20 22:45:39,ride_hailing_app,74,20.57,71.9,203.87,Cash,4.6,0
134,12.967523034280726,77.52321452810138,13.011086341120526,77.60461308495383,2025-09-19 19:05:00,Low,2025-09-20 22:45:39,ride_hailing_app,75,17.96,63.5,175.37,Cash,4.6,0
54,13.07896547008553,77.56338440103126,13.081270877018946,77.64908789483687,2025-09-19 12:25:00,High,2025-09-20 22:45:39,ride_hailing_app,76,18.5,63.0,181.61,Wallet,4.5,0
106,12.949858445829776,77.6951704158925,12.93252338786898,77.69799204647799,2025-09-19 16:45:00,Medium,2025-09-20 22:45:39,ride_hailing_app,77,19.51,62.9,186.41,Cash,3.4,0
4,13.019731696839408,77.67971083770541,13.065291493221547,77.51774050675141,2025-09-19 08:15:00,High,2025-09-20 22:45:39,ride_hailing_app,78,2.78,16.8,44.14,Wallet,3.2,0
54,13.07896547008553,77.56338440103126,13.081270877018946,77.64908789483687,2025-09-19 12:25:00,High,2025-09-20 22:45:39,ride_hailing_app,79,9.6,32.0,109.4,UPI,4.4,0
191,12.91862055356118,77.69810102840013,12.927765434529883,77.53067028062321,2025-09-19 23:50:00,Medium,2025-09-20 22:45:39,ride_hailing_app,80,3.78,15.6,67.8,UPI,3.7,0
146,12.907377389470907,77.62317001961044,12.971632543606567,77.67991491465492,2025-09-19 20:05:00,Medium,2025-09-20 22:45:39,ride_hailing_app,81,21.71,68.1,218.61,Cash,3.9,0
44,13.081864080415755,77.57403174005108,12.974128429413378,77.56549947043558,2025-09-19 11:35:00,High,2025-09-20 22:45:39,ride_hailing_app,82,15.96,56.9,163.13,Card,3.1,0
162,13.026461166118716,77.62865764368847,12.942592832301782,77.56234441355912,2025-09-19 21:25:00,Low,2025-09-20 22:45:39,ride_hailing_app,83,8.94,31.1,111.96,Wallet,3.5,0
190,12.94837045818009,77.66136694785345,12.93038053870246,77.68945666792237,2025-09-19 23:45:00,High,2025-09-20 22:45:39,ride_hailing_app,84,2.53,15.1,36.64,Wallet,3.1,0
14,12.942467822135656,77.54485386189211,13.014687577624658,77.51635180638978,2025-09-19 09:05:00,High,2025-09-20 22:45:39,ride_hailing_app,85,8.46,29.8,96.14,Cash,4.8,0
95,13.054193435990912,77.52541210253038,12.992739680987995,77.52296736494785,2025-09-19 15:50:00,Medium,2025-09-20 22:45:39,ride_hailing_app,86,8.8,33.8,80.77,Wallet,3.5,1
48,13.004013604235562,77.69333096380873,13.050675637051787,77.6358204638289,2025-09-19 11:55:00,Medium,2025-09-20 22:45:39,ride_hailing_app,87,18.51,65.1,167.95,Wallet,4.1,0
15,12.93636499344142,77.64243584426951,13.02636744243396,77.67471572482135,2025-09-19 09:10:00,Low,2025-09-20 22:45:39,ride_hailing_app,88,16.3,50.8,169.46,Card,3.1,0
200,13.055975109171523,77.65090857481694,12.908173723253295,77.68449987623546,2025-09-20 00:35:00,Low,2025-09-20 22:45:39,ride_hailing_app,89,22.29,71.7,227.99,Card,4.3,0
190,12.94837045818009,77.66136694785345,12.93038053870246,77.68945666792237,2025-09-19 23:45:00,High,2025-09-20 22:45:39,ride_hailing_app,90,12.33,47.7,112.61,Cash,3.6,0
40,12.98803049874792,77.5354221358814,12.91626975612838,77.57545683262093,2025-09-19 11:15:00,High,2025-09-20 22:45:39,ride_hailing_app,91,3.87,15.9,57.02,Card,4.8,0
82,13.024659625365512,77.5675990313703,13.039149737796924,77.55158056540898,2025-09-19 14:45:00,Low,2025-09-20 22:45:39,ride_hailing_app,92,18.12,64.0,186.96,Cash,4.8,0
111,12.957950290582756,77.58779428414113,13.022683039187156,77.65204557197794,2025-09-19 17:10:00,Low,2025-09-20 22:45:39,ride_hailing_app,93,19.26,66.2,172.24,UPI,3.7,0
53,13.087899788312836,77.67022733430338,12.984844401849395,77.61736822360417,2025-09-19 12:20:00,High,2025-09-20 22:45:39,ride_hailing_app,94,14.47,48.7,147.96,Cash,4.8,1
24,12.97327236865874,77.57354316061189,12.998884060940515,77.5969045970382,2025-09-19 09:55:00,Low,2025-09-20 22:45:39,ride_hailing_app,95,19.5,68.8,195.32,UPI,5.0,0
154,12.997890552055512,77.5325868854163,13.012187594307075,77.56698112293142,2025-09-19 20:45:00,Medium,2025-09-20 22:45:39,ride_hailing_app,96,12.85,45.1,137.44,Cash,4.7,0
188,13.011040162319892,77.53548790875594,12.92577594438213,77.58017028335273,2025-09-19 23:35:00,Medium,2025-09-20 22:45:39,ride_hailing_app,97,13.55,47.1,125.92,Wallet,4.7,0
124,12.922010384905535,77.55598677938919,13.06842378462714,77.64822412985801,2025-09-19 18:15:00,Medium,2025-09-20 22:45:39,ride_hailing_app,98,11.26,41.7,114.3,Card,3.5,0
41,12.924407646968955,77.68809171687059,12.91696754281704,77.50401423955554,2025-09-19 11:20:00,High,2025-09-20 22:45:39,ride_hailing_app,99,1.61,15.5,54.23,UPI,4.2,0
157,13.034427109481175,77.50530226210833,12.926803045690129,77.62401455118571,2025-09-19 21:00:00,High,2025-09-20 22:45:39,ride_hailing_app,100,3.59,22.1,60.89,Cash,3.1,0
15,12.93636499344142,77.64243584426951,13.02636744243396,77.67471572482135,2025-09-19 09:10:00,Low,2025-09-20 22:45:39,ride_hailing_app,101,1.75,16.9,24.21,Card,3.2,0
45,12.951755996320005,77.50309132330577,13.0625599134515,77.52395242636385,2025-09-19 11:40:00,Medium,2025-09-20 22:45:39,ride_hailing_app,102,16.27,51.8,170.6,Cash,5.0,0
65,12.956186901937476,77.67547461438559,13.092434509694908,77.52035649452408,2025-09-19 13:20:00,High,2025-09-20 22:45:39,ride_hailing_app,103,8.54,37.0,79.73,Card,3.7,0
89,13.077442548515265,77.55730825042566,13.09008229681531,77.65389858663839,2025-09-19 15:20:00,Medium,2025-09-20 22:45:39,ride_hailing_app,104,13.21,48.2,145.51,Card,4.5,1
71,13.054448953859332,77.6618722310957,12.902430894937964,77.53467471905896,2025-09-19 13:50:00,Low,2025-09-20 22:45:39,ride_hailing_app,105,22.78,72.1,200.34,Cash,4.6,0
